,datetime,title,source,link
56,4/1/2025 1:25:53 PM,Eagle Materials price target lowered to $245 from $280 at Loop Capital,TipRanks,/news/stocks/eagle-materials-price-target-lowered-to-245-from-280-at-loop-capital-1034538615
57,3/19/2025 9:15:32 AM,Eagle Materials (EXP) Gets a Hold from J.P. Morgan,TipRanks,/news/stocks/eagle-materials-exp-gets-a-hold-from-j-p-morgan-1034493425
58,3/19/2025 9:10:23 AM,Eagle Materials price target lowered to $250 from $310 at JPMorgan,TipRanks,/news/stocks/eagle-materials-price-target-lowered-to-250-from-310-at-jpmorgan-1034493345
59,3/14/2025 11:47:59 AM,Truist Financial Reaffirms Their Buy Rating on Eagle Materials (EXP),TipRanks,/news/stocks/truist-financial-reaffirms-their-buy-rating-on-eagle-materials-exp-1034478414
60,3/4/2025 9:45:42 AM,Eagle Materials resumed with a Hold at Stifel,TipRanks,/news/stocks/eagle-materials-resumed-with-a-hold-at-stifel-1034436907
61,2/13/2025 10:32:03 PM,"Seth Klarman's Baupost piles into Restaurant Brands stake, takes in Humana among Q4 moves",Seeking Alpha,https://seekingalpha.com/news/4408223-seth-klarmans-baupost-piles-into-restaurant-brands-stake-takes-in-humana-among-q4-moves?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
62,2/10/2025 8:15:12 PM,DA Davidson analyst holds an analyst/industry conference call,TipRanks,/news/stocks/da-davidson-analyst-holds-an-analyst-industry-conference-call-1034337069
63,2/6/2025 9:48:41 PM,Eagle Materials declares $0.25 dividend,Seeking Alpha,https://seekingalpha.com/news/4404810-eagle-materials-declares-0_25-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
64,2/3/2025 12:17:13 PM,Eagle Materials (EXP) Gets a Buy from Truist Financial,TipRanks,/news/stocks/eagle-materials-exp-gets-a-buy-from-truist-financial-1034303058
65,1/30/2025 12:46:27 PM,Eagle Materials (EXP) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/eagle-materials-exp-receives-a-rating-update-from-a-top-analyst-1034289273
66,1/30/2025 12:11:22 PM,"Analysts Offer Insights on Materials Companies: Eagle Materials (EXP), Pilbara Minerals Limited (OtherPILBF) and Scotts Miracle-Gro Company (SMG)",TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-eagle-materials-exp-pilbara-minerals-limited-otherpilbf-and-scotts-miracle-gro-company-smg-1034288785
67,1/29/2025 11:35:33 AM,"Eagle Materials reports Q3 adjusted EPS $3.59, consensus $3.96",TipRanks,/news/stocks/eagle-materials-reports-q3-adjusted-eps-3-59-consensus-3-96-1034282803
68,1/29/2025 11:31:01 AM,"Eagle Materials Non-GAAP EPS of $3.59 misses by $0.36, revenue of $558M misses by $17.41M",Seeking Alpha,https://seekingalpha.com/news/4399888-eagle-materials-non-gaap-eps-of-3_59-misses-by-0_36-revenue-of-558m-misses-by-17_41m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
69,1/28/2025 11:00:40 PM,Here's the major earnings before the open tomorrow,Seeking Alpha,https://seekingalpha.com/news/4399567-heres-the-major-earnings-before-the-open-tomorrow?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
70,1/28/2025 6:40:32 PM,Eagle Materials Q3 2025 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4399585-eagle-materials-q3-2025-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
71,1/23/2025 12:26:22 PM,Eagle Materials (EXP) Receives a Buy from Truist Financial,TipRanks,/news/stocks/eagle-materials-exp-receives-a-buy-from-truist-financial-1034260604
72,1/22/2025 1:06:05 PM,Jefferies Sticks to Its Hold Rating for Eagle Materials (EXP),TipRanks,/news/stocks/jefferies-sticks-to-its-hold-rating-for-eagle-materials-exp-1034255674
73,1/22/2025 11:50:46 AM,Eagle Materials price target lowered to $310 from $325 at Stephens,TipRanks,/news/stocks/eagle-materials-price-target-lowered-to-310-from-325-at-stephens-1034254851
74,1/6/2025 12:50:32 PM,Eagle Materials downgraded to Neutral from Buy at Citi,TipRanks,/news/stocks/eagle-materials-downgraded-to-neutral-from-buy-at-citi-1034195637
75,12/16/2024 10:05:40 AM,Eagle Materials downgraded to Hold from Buy at Jefferies,TipRanks,/news/stocks/eagle-materials-downgraded-to-hold-from-buy-at-jefferies-1034140173
76,12/10/2024 9:59:51 PM,Eagle Materials Expands with Bullskin Stone Acquisition,TipRanks,/news/stocks/eagle-materials-expands-with-bullskin-stone-acquisition-1034121732
77,12/10/2024 9:21:13 PM,Eagle Materials to acquire Bullskin Stone & Lime for  $152.5M,TipRanks,/news/stocks/eagle-materials-to-acquire-bullskin-stone-lime-for-152-5m-1034121586
78,11/27/2024 9:40:07 AM,Eagle Materials price target raised to $310 from $290 at JPMorgan,TipRanks,/news/stocks/eagle-materials-price-target-raised-to-310-from-290-at-jpmorgan-1034070981
79,11/25/2024 12:30:29 PM,Eagle Materials downgraded to Hold on slowing demand at Loop Capital,TipRanks,/news/stocks/eagle-materials-downgraded-to-hold-on-slowing-demand-at-loop-capital-1034061421
80,11/25/2024 11:00:21 AM,Eagle Materials downgraded to Hold from Buy at Loop Capital,TipRanks,/news/stocks/eagle-materials-downgraded-to-hold-from-buy-at-loop-capital-1034060529
81,11/21/2024 6:05:16 PM,"Summit Materials near deal to be acquired by Quikrete, WSJ reports",TipRanks,/news/stocks/summit-materials-near-deal-to-be-acquired-by-quikrete-wsj-reports-1034051306
82,11/13/2024 10:36:51 PM,"Baupost's top Q3 trades include Jazz exit, new Dollar General stake",Seeking Alpha,https://seekingalpha.com/news/4287452-bauposts-top-q-3-trades-include-jazz-exit-new-dollar-general-stake?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
83,11/12/2024 10:07:41 PM,Eagle Materials declares $0.25 dividend,Seeking Alpha,https://seekingalpha.com/news/4282475-eagle-materials-declares-0_25-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
84,11/12/2024 9:35:44 PM,Eagle Materials files automatic mixed securities shelf,TipRanks,/news/stocks/eagle-materials-files-automatic-mixed-securities-shelf-1034002977
85,11/4/2024 12:26:48 PM,Eagle Materials price target raised to $330 from $320 at Truist,TipRanks,/news/stocks/eagle-materials-price-target-raised-to-330-from-320-at-truist-1033945013
86,11/4/2024 12:15:40 PM,Truist Financial Sticks to Their Buy Rating for Eagle Materials (EXP),TipRanks,/news/stocks/truist-financial-sticks-to-their-buy-rating-for-eagle-materials-exp-1033945086
87,10/30/2024 9:07:29 AM,Eagle Materials Reports Strong Q2 Earnings Performance,TipRanks,/news/stocks/eagle-materials-reports-strong-q2-earnings-performance-1033916912
88,10/29/2024 9:35:21 PM,Eagle Materials price target raised to $317 from $277 at Goldman Sachs,TipRanks,/news/stocks/eagle-materials-price-target-raised-to-317-from-277-at-goldman-sachs-1033912466
89,10/29/2024 10:40:56 AM,"Eagle Materials reports Q2 adjusted EPS $4.31, consensus $4.65",TipRanks,/news/stocks/eagle-materials-reports-q2-adjusted-eps-4-31-consensus-4-65-1033909240
90,10/29/2024 10:34:12 AM,"Eagle Materials Non-GAAP EPS of $4.31 misses by $0.37, revenue of $623.6M misses by $27M",Seeking Alpha,https://seekingalpha.com/news/4217336-eagle-materials-non-gaap-eps-of-4_31-misses-0_37-revenue-of-623_6m-misses-27m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
91,10/28/2024 10:00:33 PM,Here's the major earnings before the open tomorrow,Seeking Alpha,https://seekingalpha.com/news/4215158-heres-the-major-earnings-before-the-open-tomorrow?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
92,10/28/2024 5:08:31 PM,Eagle Materials Q2 2025 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4214665-eagle-materials-q2-2025-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
93,10/9/2024 12:19:34 PM,Eagle Materials (EXP) Gets a Buy from Jefferies,TipRanks,/news/stocks/eagle-materials-exp-gets-a-buy-from-jefferies-1033832467
94,10/3/2024 12:18:17 PM,Loop Capital Markets Sticks to Their Buy Rating for Eagle Materials (EXP),TipRanks,/news/stocks/loop-capital-markets-sticks-to-their-buy-rating-for-eagle-materials-exp-1033818905
95,9/12/2024 12:10:34 PM,"Analysts Are Bullish on Top Materials Stocks: Eagle Materials (EXP), B2Gold (BTG)",TipRanks,/news/stocks/analysts-are-bullish-on-top-materials-stocks-eagle-materials-exp-b2gold-btg-1033767741
96,8/5/2024 8:49:17 PM,Eagle Materials declares $0.25 dividend,Seeking Alpha,https://seekingalpha.com/news/4134386-eagle-materials-inc-declares-0_25-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
97,8/2/2024 2:06:05 AM,Eagle Materials (EXP) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/eagle-materials-exp-receives-a-rating-update-from-a-top-analyst-1033630226
98,8/1/2024 11:07:14 AM,Eagle Materials (EXP) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/eagle-materials-exp-receives-a-rating-update-from-a-top-analyst-1033627417
99,7/31/2024 12:47:54 PM,D.A. Davidson Sticks to Their Hold Rating for Eagle Materials (EXP),TipRanks,/news/stocks/d-a-davidson-sticks-to-their-hold-rating-for-eagle-materials-exp-1033619689
100,7/31/2024 11:27:06 AM,Loop Capital Markets Sticks to Its Buy Rating for Eagle Materials (EXP),TipRanks,/news/stocks/loop-capital-markets-sticks-to-its-buy-rating-for-eagle-materials-exp-1033619131
101,7/30/2024 2:53:22 PM,"EXP Stock Earnings: Eagle Materials Beats EPS, Misses Revenue for Q1 2025",InvestorPlace,/news/stocks/exp-stock-earnings-eagle-materials-for-q1-of-2025-1033613048
102,7/30/2024 10:34:07 AM,"Eagle Materials GAAP EPS of $3.94 beats by $0.21, revenue of $608.69M misses by $17.88M",Seeking Alpha,https://seekingalpha.com/news/4129952-eagle-materials-gaap-eps-of-3_94-beats-0_21-revenue-of-608_69m-misses-17_88m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
103,7/29/2024 6:57:00 PM,Eagle Materials Q1 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4129679-eagle-materials-q1-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
104,7/29/2024 3:04:21 PM,Notable earnings before Tuesday's open,Seeking Alpha,https://seekingalpha.com/news/4129508-notable-earnings-before-tuesdays-open?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
105,7/29/2024 3:01:13 PM,Eagle Materials is about to announce its earnings — here's what Wall Street expects,Markets Insider Automation,/news/stocks/eagle_materials-q1-earnings-preview-stock-1033606149
106,7/17/2024 3:50:59 PM,"Analysts Offer Insights on Materials Companies: Bluescope Steel Limited (OtherBLSFF), LANXESS (OtherLNXSF) and Eagle Materials (EXP)",TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-bluescope-steel-limited-otherblsff-lanxess-otherlnxsf-and-eagle-materials-exp-1033565301
107,7/11/2024 9:00:30 PM,Beyond The Numbers: 8 Analysts Discuss Eagle Materials Stock,Benzinga,/news/stocks/beyond-the-numbers-8-analysts-discuss-eagle-materials-stock-1033548411
108,6/25/2024 12:18:30 PM,Jefferies Keeps Their Buy Rating on Eagle Materials (EXP),TipRanks,/news/stocks/jefferies-keeps-their-buy-rating-on-eagle-materials-exp-1033504674
109,6/19/2024 10:00:00 AM,7 Can’t-Miss Infrastructure Stocks No Matter Who Is President,InvestorPlace,/news/stocks/7-cant-miss-infrastructure-stocks-no-matter-who-is-president-1033489902
110,6/13/2024 12:11:56 PM,"Analysts’ Top Materials Picks: Nutrien (NTR), Eagle Materials (EXP)",TipRanks,/news/stocks/analysts-top-materials-picks-nutrien-ntr-eagle-materials-exp-1033476928
111,5/31/2024 10:30:00 AM,Beating the Benchmarks: 3 Seth Klarman Value Stocks to Own Now,InvestorPlace,/news/stocks/beating-the-benchmarks-3-seth-klarman-value-stocks-to-own-now-1033440629
112,5/24/2024 7:15:22 AM,Eagle Materials: A Buy Rating Amid Cement Margin Challenges and Wallboard Resilience,TipRanks,/news/stocks/eagle-materials-a-buy-rating-amid-cement-margin-challenges-and-wallboard-resilience-1033419367
113,5/23/2024 8:19:46 PM,Eagle Materials declares $0.25 dividend,Seeking Alpha,https://seekingalpha.com/news/4110034-eagle-materials-inc-declares-0_25-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
114,5/22/2024 3:01:03 PM,Analyst Ratings For Eagle Materials,Benzinga,/news/stocks/analyst-ratings-for-eagle-materials-1033411571
115,5/22/2024 12:25:31 PM,Eagle Materials (EXP) Receives a Hold from D.A. Davidson,TipRanks,/news/stocks/eagle-materials-exp-receives-a-hold-from-d-a-davidson-1033412487
116,5/22/2024 12:15:48 PM,Eagle Materials Buys Rating Affirmed Amid Strong Outlook and Strategic Initiatives,TipRanks,/news/stocks/eagle-materials-buys-rating-affirmed-amid-strong-outlook-and-strategic-initiatives-1033412497
117,5/22/2024 11:25:39 AM,Truist Financial Remains a Buy on Eagle Materials (EXP),TipRanks,/news/stocks/truist-financial-remains-a-buy-on-eagle-materials-exp-1033412262
118,5/22/2024 11:25:06 AM,Loop Capital Markets Gives a Buy Rating to Eagle Materials (EXP),TipRanks,/news/stocks/loop-capital-markets-gives-a-buy-rating-to-eagle-materials-exp-1033412268
119,5/21/2024 6:42:41 PM,"Stocks Hold Steady On Mixed Fed Remarks, First Solar Rallies, Bitcoin Falls Below $70,000: What's Driving Markets Tuesday?",Benzinga,/news/etf/stocks-hold-steady-on-mixed-fed-remarks-first-solar-rallies-bitcoin-falls-below-70-000-what-s-driving-markets-tuesday-1033408486
120,5/21/2024 2:52:48 PM,"EXP Stock Earnings: Eagle Materials Misses EPS, Misses Revenue for Q4 2024",InvestorPlace,/news/stocks/exp-stock-earnings-eagle-materials-for-q4-of-2024-1033408097
121,5/21/2024 2:45:00 PM,Eagle Materials IncShs hosts conference call for investors,Markets Insider Automation,/news/stocks/eagle_materials_conference-1030402289
122,5/21/2024 10:31:19 AM,"Eagle Materials GAAP EPS of $2.24 misses by $0.46, revenue of $476.7M misses by $14.75M",Seeking Alpha,https://seekingalpha.com/news/4108659-eagle-materials-gaap-eps-of-2_24-misses-0_46-revenue-of-476_7m-misses-14_75m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
123,5/20/2024 4:28:17 PM,Eagle Materials Q4 2024 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/4108434-eagle-materials-q4-2024-earnings-preview?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
124,5/20/2024 3:01:13 PM,Here's what to expect from Eagle Materials's earnings report,Markets Insider Automation,/news/stocks/eagle_materials-q4-earnings-preview-stock-1033403281
125,5/20/2024 12:27:30 PM,Eagle Materials’ Strategic Investment and Market Positioning Merit a Buy Rating,TipRanks,/news/stocks/eagle-materials-strategic-investment-and-market-positioning-merit-a-buy-rating-1033404114
126,5/7/2024 11:48:00 AM,The 7 Most Undervalued Materials Stocks to Buy in May 2024,InvestorPlace,/news/stocks/the-7-most-undervalued-materials-stocks-to-buy-in-may-2024-1033338753
127,5/1/2024 5:48:17 PM,Shhh! 3 Secret Stocks Flying Below Wall Street’s Radar,InvestorPlace,/news/stocks/shhh-3-secret-stocks-flying-below-wall-streets-radar-1033314987
128,4/24/2024 6:01:14 PM,Assessing Eagle Materials: Insights From 11 Financial Analysts,Benzinga,/news/stocks/assessing-eagle-materials-insights-from-11-financial-analysts-1033283288
129,4/10/2024 11:55:15 AM,Jefferies Sticks to Their Buy Rating for Eagle Materials (EXP),TipRanks,/news/stocks/jefferies-sticks-to-their-buy-rating-for-eagle-materials-exp-1033237979
130,4/2/2024 6:01:34 PM,Cracking The Code: Understanding Analyst Reviews For Eagle Materials,Benzinga,/news/stocks/cracking-the-code-understanding-analyst-reviews-for-eagle-materials-1033216051
