,datetime,title,source,link
14,7/29/2025 8:31:13 PM,"Titan America reports Q2 EPS 28c, consensus 31c",TipRanks,/news/stocks/titan-america-reports-q2-eps-28c-consensus-31c-1034953991
15,7/29/2025 8:31:07 PM,Titan America reaffirms FY25 outlook,TipRanks,/news/stocks/titan-america-reaffirms-fy25-outlook-1034953992
16,7/29/2025 8:27:05 PM,"Titan America SA GAAP EPS of $0.28 misses by $0.01, revenue of $429.2M misses by $9.12M",Seeking Alpha,https://seekingalpha.com/news/4473820-titan-america-sa-gaap-eps-of-0_28-misses-by-0_01-revenue-of-429_2m-misses-by-9_12m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
17,7/28/2025 10:46:03 AM,Titan America downgraded to Hold from Buy at Stifel,TipRanks,/news/stocks/titan-america-downgraded-to-hold-from-buy-at-stifel-1034946468
18,7/24/2025 10:15:37 AM,Titan America downgraded to Underperform at BofA following 21% rally,TipRanks,/news/stocks/titan-america-downgraded-to-underperform-at-bofa-following-21-rally-1034935225
19,7/24/2025 10:05:10 AM,Titan America downgraded to Underperform from Neutral at BofA,TipRanks,/news/stocks/titan-america-downgraded-to-underperform-from-neutral-at-bofa-1034935167
20,7/14/2025 10:26:47 AM,Bernstein Sticks to Their Hold Rating for Titan America SA (TTAM),TipRanks,/news/stocks/bernstein-sticks-to-their-hold-rating-for-titan-america-sa-ttam-1034894797
21,5/23/2025 10:38:34 AM,Bernstein Remains a Hold on Titan America SA (TTAM),TipRanks,/news/stocks/bernstein-remains-a-hold-on-titan-america-sa-ttam-1034760149
22,5/7/2025 9:13:13 AM,Titan America SA declares $0.04 dividend,Seeking Alpha,https://seekingalpha.com/news/4442831-titan-america-sa-declares-0_04-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
23,5/6/2025 1:43:54 PM,"Titan America SA GAAP EPS of $0.19 misses by $0.01, revenue of $392.4M beats by $4.05M",Seeking Alpha,https://seekingalpha.com/news/4441916-titan-america-sa-gaap-eps-of-0_19-misses-by-0_01-revenue-of-392_4m-beats-by-4_05m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
24,5/5/2025 8:26:23 PM,"Titan America reports Q1 EPS 19c, consensus 19c",TipRanks,/news/stocks/titan-america-reports-q1-eps-19c-consensus-19c-1034672355
25,5/5/2025 8:26:00 PM,Titan America reaffirms 2025 growth outlook,TipRanks,/news/stocks/titan-america-reaffirms-2025-growth-outlook-1034672358
26,4/21/2025 3:05:58 PM,Titan America price target lowered to $14 from $15.50 at BofA,TipRanks,/news/stocks/titan-america-price-target-lowered-to-14-from-15-50-at-bofa-1034603695
27,4/21/2025 12:36:00 PM,Titan America price target lowered to $15 from $16 at Stifel,TipRanks,/news/stocks/titan-america-price-target-lowered-to-15-from-16-at-stifel-1034603103
28,4/1/2025 5:22:31 PM,Titan America SA declares $0.38 dividend,Seeking Alpha,https://seekingalpha.com/news/4427652-titan-america-sa-declares-0_38-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
29,3/28/2025 11:30:12 AM,Titan America price target lowered to $16 from $19 at Stifel,TipRanks,/news/stocks/titan-america-price-target-lowered-to-16-from-19-at-stifel-1034527178
30,3/27/2025 10:55:31 AM,Titan America price target lowered to $15.50 from $16.50 at BofA,TipRanks,/news/stocks/titan-america-price-target-lowered-to-15-50-from-16-50-at-bofa-1034522379
31,3/26/2025 12:55:12 PM,Morning Movers: Chewy gains following fourth quarter results and guidance,TipRanks,/news/stocks/morning-movers-chewy-gains-following-fourth-quarter-results-and-guidance-1034517996
32,3/26/2025 9:50:40 AM,"Titan America SA GAAP EPS of $0.21 in-line, revenue of $389.82M beats by $5.1M",Seeking Alpha,https://seekingalpha.com/news/4425190-titan-america-sa-gaap-eps-of-0_21-in-line-revenue-of-389_82m-beats-by-5_1m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
33,3/26/2025 9:25:27 AM,"Titan America reports Q4 EPS 21c, consensus 23c",TipRanks,/news/stocks/titan-america-reports-q4-eps-21c-consensus-23c-1034517154
34,3/26/2025 9:25:21 AM,Titan America sees FY25 revenue up mid-single digit percent range,TipRanks,/news/stocks/titan-america-sees-fy25-revenue-up-mid-single-digit-percent-range-1034517155
35,3/12/2025 9:35:22 AM,Titan America initiated with a Buy at HSBC,TipRanks,/news/stocks/titan-america-initiated-with-a-buy-at-hsbc-1034467873
36,3/5/2025 2:36:19 PM,"Royal Caribbean upgraded, AppLovin downgraded: Wall Street’s top analyst calls",TipRanks,/news/stocks/royal-caribbean-upgraded-applovin-downgraded-wall-street-s-top-analyst-calls-1034443842
37,3/5/2025 9:55:47 AM,Titan America initiated with a Buy at Jefferies,TipRanks,/news/stocks/titan-america-initiated-with-a-buy-at-jefferies-1034442203
38,3/4/2025 2:37:05 PM,"Okta upgraded, Quest Diagnostics downgraded: Wall Street’s top analyst calls",TipRanks,/news/stocks/okta-upgraded-quest-diagnostics-downgraded-wall-street-s-top-analyst-calls-1034438665
39,3/4/2025 11:21:57 AM,Titan America initiated with a Neutral at BofA,TipRanks,/news/stocks/titan-america-initiated-with-a-neutral-at-bofa-1034437348
40,3/4/2025 10:16:43 AM,Titan America initiated with a Buy at Citi,TipRanks,/news/stocks/titan-america-initiated-with-a-buy-at-citi-1034437014
41,3/4/2025 10:02:06 AM,Titan America initiated with a Market Perform at Bernstein,TipRanks,/news/stocks/titan-america-initiated-with-a-market-perform-at-bernstein-1034436982
42,3/4/2025 10:01:54 AM,Titan America initiated with a Buy at Stifel,TipRanks,/news/stocks/titan-america-initiated-with-a-buy-at-stifel-1034436983
43,3/4/2025 9:31:37 AM,Titan America initiated with a Neutral at Goldman Sachs,TipRanks,/news/stocks/titan-america-initiated-with-a-neutral-at-goldman-sachs-1034436876
44,2/28/2025 8:00:04 PM,"Catalyst Watch: Tariff reality, Target earnings volatility, and the February jobs report",Seeking Alpha,https://seekingalpha.com/news/4415677-catalyst-watch-tariff-reality-target-earnings-volatility-and-the-february-jobs-report?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
45,2/28/2025 7:30:39 PM,"Opening Day: AI mobility provider, steel veteran make trading debuts",TipRanks,/news/stocks/opening-day-ai-mobility-provider-steel-veteran-make-trading-debuts-1034427254
46,2/28/2025 3:10:07 PM,EQS-News: Titan America Is Gearing Up For Continued Growth Following IPO,EQS Group,/news/stocks/eqs-news-titan-america-is-gearing-up-for-continued-growth-following-ipo-1034425628
47,2/12/2025 2:50:00 PM,"IPO Roundup: Karman Space & Defense, Aardvark Therapeutics and more",Seeking Alpha,https://seekingalpha.com/news/4404606-ipo-roundup?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
