,datetime,title,source,link
10,12/10/2025 1:45:37 AM,RBC Capital Remains a Buy on Knife River Corporation (KNF),TipRanks,/news/stocks/rbc-capital-remains-a-buy-on-knife-river-corporation-knf-1035632117
11,12/5/2025 11:40:31 AM,Knife River awarded $112M project in Texas,TipRanks,/news/stocks/knife-river-awarded-112m-project-in-texas-1035622633
12,12/4/2025 10:15:29 AM,Knife River initiated with a Neutral at JPMorgan,TipRanks,/news/stocks/knife-river-initiated-with-a-neutral-at-jpmorgan-1035618748
13,12/4/2025 10:10:06 AM,Analysts Offer Insights on Materials Companies: Knife River Corporation (KNF) and Fletcher Building Limited (OtherFRCEF),TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-knife-river-corporation-knf-and-fletcher-building-limited-otherfrcef-1035618702
14,11/7/2025 1:49:22 AM,RBC Capital Sticks to Their Buy Rating for Knife River Corporation (KNF),TipRanks,/news/stocks/rbc-capital-sticks-to-their-buy-rating-for-knife-river-corporation-knf-1035514665
15,11/6/2025 4:12:13 PM,Analysts Conflicted on These Materials Names: Knife River Corporation (KNF) and LANXESS (OtherLNXSF),TipRanks,/news/stocks/analysts-conflicted-on-these-materials-names-knife-river-corporation-knf-and-lanxess-otherlnxsf-1035509942
16,11/6/2025 9:44:51 AM,"Knife River GAAP EPS of $2.52 in line, revenue of $1.20B misses by $8.96M",Seeking Alpha,https://seekingalpha.com/news/4516933-knife-river-gaap-eps-of-2_52-beats-by-2_11-revenue-of-1_21b-beats-by-481_08m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
17,11/5/2025 4:12:01 PM,"Analysts Offer Insights on Materials Companies: Knife River Corporation (KNF), Corteva (CTVA) and Ero Copper (ERO)",TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-knife-river-corporation-knf-corteva-ctva-and-ero-copper-ero-1035499067
18,11/4/2025 5:16:21 PM,"Midday Fly By: Palantir reports Q3 beat, Starbucks forms China JV",TipRanks,/news/stocks/midday-fly-by-palantir-reports-q3-beat-starbucks-forms-china-jv-1035489395
19,11/4/2025 12:49:55 PM,"Knife River GAAP EPS of $2.52 in-line, revenue of $1.2B misses by $10M",Seeking Alpha,https://seekingalpha.com/news/4514159-knife-river-gaap-eps-of-2_52-in-line-revenue-of-1_2b-misses-by-10m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
20,11/4/2025 12:46:42 PM,Knife River narrows FY25 revenue view to $3.1B-$3.15B from $3.1B-$3.3B,TipRanks,/news/stocks/knife-river-narrows-fy25-revenue-view-to-3-1b--3-15b-from-3-1b--3-3b-1035487465
21,11/4/2025 12:40:26 PM,"Knife River reports Q3 EPS $2.52, consensus $2.60",TipRanks,/news/stocks/knife-river-reports-q3-eps-2-52-consensus-2-60-1035487330
22,11/4/2025 9:30:31 AM,Knife River upgraded to Overweight from Equal Weight at Wells Fargo,TipRanks,/news/stocks/knife-river-upgraded-to-overweight-from-equal-weight-at-wells-fargo-1035486233
23,10/8/2025 6:25:35 AM,Knife River Corporation (KNF) Gets a Hold from Wells Fargo,TipRanks,/news/stocks/knife-river-corporation-knf-gets-a-hold-from-wells-fargo-1035281999
24,10/7/2025 8:25:15 PM,Knife River initiated with an Equal Weight at Wells Fargo,TipRanks,/news/stocks/knife-river-initiated-with-an-equal-weight-at-wells-fargo-1035277764
25,10/1/2025 1:10:32 PM,Knife River price target lowered to $95 from $105 at DA Davidson,TipRanks,/news/stocks/knife-river-price-target-lowered-to-95-from-105-at-da-davidson-1035244267
26,10/1/2025 12:01:06 PM,Knife River price target lowered to $100 from $120 at Oppenheimer,TipRanks,/news/stocks/knife-river-price-target-lowered-to-100-from-120-at-oppenheimer-1035244098
27,8/7/2025 10:42:42 AM,"Knife River GAAP EPS of $0.89 misses by $1.80, revenue of $833.8M misses by $406.2M",Seeking Alpha,https://seekingalpha.com/news/4481137-knife-river-gaap-eps-of-0_89-misses-by-1_80-revenue-of-833_8m-misses-by-406_2m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
28,8/7/2025 9:48:18 AM,Bank of America Securities Reaffirms Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/bank-of-america-securities-reaffirms-their-buy-rating-on-knife-river-corporation-knf-1035002056
29,8/5/2025 12:20:40 PM,"Knife River GAAP EPS of $0.89, revenue of $833.8M",Seeking Alpha,https://seekingalpha.com/news/4478355-knife-river-gaap-eps-of-0_89-revenue-of-833_8m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
30,8/5/2025 11:45:49 AM,Knife River lowers FY25 revenue view to $3.1B-$3.3B from $3.25B-$3.45B,TipRanks,/news/stocks/knife-river-lowers-fy25-revenue-view-to-3-1b--3-3b-from-3-25b--3-45b-1034987104
31,8/5/2025 11:40:16 AM,"Knife River reports Q2 EPS 89c, consensus $1.46",TipRanks,/news/stocks/knife-river-reports-q2-eps-89c-consensus-1-46-1034986978
32,7/29/2025 11:05:24 AM,Wells Fargo Remains a Buy on Knife River Corporation (KNF),TipRanks,/news/stocks/wells-fargo-remains-a-buy-on-knife-river-corporation-knf-1034952137
33,6/24/2025 11:55:35 AM,Oppenheimer Reaffirms Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/oppenheimer-reaffirms-their-buy-rating-on-knife-river-corporation-knf-1034846832
34,6/17/2025 12:45:00 PM,"3 Best Stocks to Buy Now, 6/17/2025, According to Top Analysts",TipRanks,/news/stocks/3-best-stocks-to-buy-now-6-17-2025-according-to-top-analysts-1034829548
35,6/16/2025 9:35:21 AM,Knife River Corporation (KNF) Gets a Buy from RBC Capital,TipRanks,/news/stocks/knife-river-corporation-knf-gets-a-buy-from-rbc-capital-1034825470
36,6/16/2025 9:30:31 AM,Knife River initiated with an Outperform at RBC Capital,TipRanks,/news/stocks/knife-river-initiated-with-an-outperform-at-rbc-capital-1034825474
37,6/11/2025 8:00:08 PM,Knife River management to meet with Oppenheimer,TipRanks,/news/stocks/knife-river-management-to-meet-with-oppenheimer-1034815798
38,6/10/2025 1:15:18 PM,Knife River price target lowered to $120 from $125 at DA Davidson,TipRanks,/news/stocks/knife-river-price-target-lowered-to-120-from-125-at-da-davidson-1034811318
39,6/10/2025 12:45:12 PM,D.A. Davidson Reaffirms Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/d-a-davidson-reaffirms-their-buy-rating-on-knife-river-corporation-knf-1034811231
40,6/1/2025 7:45:17 PM,Knife River management to meet with DA Davidson,TipRanks,/news/stocks/knife-river-management-to-meet-with-da-davidson-1034783458
41,5/30/2025 11:55:31 AM,Loop Capital Markets Remains a Buy on Knife River Corporation (KNF),TipRanks,/news/stocks/loop-capital-markets-remains-a-buy-on-knife-river-corporation-knf-1034781518
42,5/20/2025 5:20:28 PM,Knife River management to meet with Loop Capital,TipRanks,/news/stocks/knife-river-management-to-meet-with-loop-capital-1034748047
43,5/13/2025 10:20:28 AM,Knife River price target raised to $114 from $102 at Wells Fargo,TipRanks,/news/stocks/knife-river-price-target-raised-to-114-from-102-at-wells-fargo-1034715627
44,5/8/2025 12:47:21 PM,Knife River Corporation (KNF) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/knife-river-corporation-knf-receives-a-rating-update-from-a-top-analyst-1034694218
45,5/7/2025 1:20:42 PM,Knife River price target raised to $115 from $110 at BofA,TipRanks,/news/stocks/knife-river-price-target-raised-to-115-from-110-at-bofa-1034686163
46,5/7/2025 10:32:10 AM,Analysts Offer Insights on Materials Companies: TRONOX (TROX) and Knife River Corporation (KNF),TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-tronox-trox-and-knife-river-corporation-knf-1034685153
47,5/6/2025 12:22:13 PM,"Knife River GAAP EPS of -$1.21 misses by $0.27, revenue of $353.5M beats by $15.16M",Seeking Alpha,https://seekingalpha.com/news/4441827-knife-river-gaap-eps-of-1_21-misses-by-0_27-revenue-of-353_5m-beats-by-15_16m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
48,5/6/2025 10:26:13 AM,"Knife River sees FY25 revenue $3.25B-$3.45B, consensus $3.12B",TipRanks,/news/stocks/knife-river-sees-fy25-revenue-3-25b--3-45b-consensus-3-12b-1034677096
49,5/6/2025 10:20:24 AM,"Knife River reports Q1 EPS ($1.21), consensus (86c)",TipRanks,/news/stocks/knife-river-reports-q1-eps-1-21-consensus-86c-1034676967
50,4/21/2025 8:35:30 PM,Knife River names Sarah Stevens chief people officer,TipRanks,/news/stocks/knife-river-names-sarah-stevens-chief-people-officer-1034604053
51,4/21/2025 2:55:42 PM,Knife River price target lowered to $110 from $115 at BofA,TipRanks,/news/stocks/knife-river-price-target-lowered-to-110-from-115-at-bofa-1034603704
52,4/1/2025 1:15:50 PM,Oppenheimer Sticks to Their Buy Rating for Knife River Corporation (KNF),TipRanks,/news/stocks/oppenheimer-sticks-to-their-buy-rating-for-knife-river-corporation-knf-1034538538
53,3/10/2025 9:45:07 AM,Knife River initiated with an Overweight at Wells Fargo,TipRanks,/news/stocks/knife-river-initiated-with-an-overweight-at-wells-fargo-1034458101
54,3/4/2025 9:01:12 PM,Knife River management to meet with Stephens,TipRanks,/news/stocks/knife-river-management-to-meet-with-stephens-1034440190
55,2/14/2025 12:55:53 PM,Loop Capital Markets Keeps Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/loop-capital-markets-keeps-their-buy-rating-on-knife-river-corporation-knf-1034362353
56,2/13/2025 12:46:57 PM,"Knife River sees FY25 revenue $3B-$3.2B, consensus $3.06B",TipRanks,/news/stocks/knife-river-sees-fy25-revenue-3b--3-2b-consensus-3-06b-1034356207
57,2/13/2025 12:40:56 PM,"Knife River reports Q4 EPS 41c, consensus 34c",TipRanks,/news/stocks/knife-river-reports-q4-eps-41c-consensus-34c-1034356044
58,2/13/2025 12:39:55 PM,"Knife River GAAP EPS of $0.41 beats by $0.07, revenue of $657.2M beats by $4.9M",Seeking Alpha,https://seekingalpha.com/news/4407615-knife-river-gaap-eps-of-0_41-beats-by-0_07-revenue-of-657_2m-beats-by-4_9m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
59,2/10/2025 8:15:12 PM,DA Davidson analyst holds an analyst/industry conference call,TipRanks,/news/stocks/da-davidson-analyst-holds-an-analyst-industry-conference-call-1034337069
60,1/30/2025 1:16:45 PM,Knife River Corporation (KNF) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/knife-river-corporation-knf-receives-a-rating-update-from-a-top-analyst-1034289572
61,12/23/2024 5:05:21 PM,Knife River price target raised to $125 from $120 at DA Davidson,TipRanks,/news/stocks/knife-river-price-target-raised-to-125-from-120-at-da-davidson-1034169391
62,12/23/2024 1:10:50 PM,Analysts Offer Insights on Materials Companies: LANXESS (OtherLNXSF) and Knife River Corporation (KNF),TipRanks,/news/stocks/analysts-offer-insights-on-materials-companies-lanxess-otherlnxsf-and-knife-river-corporation-knf-1034168501
63,12/20/2024 12:55:37 PM,Knife River to acquire Strata for $454M,TipRanks,/news/stocks/knife-river-to-acquire-strata-for-454m-1034162563
64,12/13/2024 12:55:49 PM,Knife River price target raised to $120 from $110 at Oppenheimer,TipRanks,/news/stocks/knife-river-price-target-raised-to-120-from-110-at-oppenheimer-1034135919
65,12/13/2024 12:45:16 PM,Oppenheimer Keeps Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/oppenheimer-keeps-their-buy-rating-on-knife-river-corporation-knf-1034135950
66,11/29/2024 4:30:09 PM,Knife River management to meet with DA Davidson,TipRanks,/news/stocks/knife-river-management-to-meet-with-da-davidson-1034081492
67,11/26/2024 9:35:39 PM,Knife River names Glenn Pladsen chief excellence officer,TipRanks,/news/stocks/knife-river-names-glenn-pladsen-chief-excellence-officer-1034068384
68,11/25/2024 2:35:36 PM,Knife River price target raised to $115 from $98.50 at BofA,TipRanks,/news/stocks/knife-river-price-target-raised-to-115-from-98-50-at-bofa-1034062131
69,11/6/2024 2:51:43 PM,Knife River price target raised to $110 from $90 at DA Davidson,TipRanks,/news/stocks/knife-river-price-target-raised-to-110-from-90-at-da-davidson-1033963488
70,11/6/2024 2:36:14 PM,Knife River Corporation (KNF) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/knife-river-corporation-knf-receives-a-rating-update-from-a-top-analyst-1033963426
71,11/5/2024 12:56:38 PM,Knife River Corporation (KNF) Gets a Buy from Oppenheimer,TipRanks,/news/stocks/knife-river-corporation-knf-gets-a-buy-from-oppenheimer-1033953106
72,11/5/2024 12:33:11 PM,Knife River price target lowered to $100 from $105 at Loop Capital,TipRanks,/news/stocks/knife-river-price-target-lowered-to-100-from-105-at-loop-capital-1033953060
73,11/5/2024 4:07:08 AM,Knife River Reports Record Revenue and Strategic Growth,TipRanks,/news/stocks/knife-river-reports-record-revenue-and-strategic-growth-1033949626
74,11/4/2024 5:06:36 PM,Knife River falls -12.4%,TipRanks,/news/stocks/knife-river-falls--12-4-1033946571
75,11/4/2024 12:20:35 PM,"Knife River reports Q3 EPS $2.60,  consensus $2.81",TipRanks,/news/stocks/knife-river-reports-q3-eps-2-60-consensus-2-81-1033945047
76,11/4/2024 12:10:52 PM,"Knife River GAAP EPS of $2.60 misses by $0.19, revenue of $1.11B misses by $10M",Seeking Alpha,https://seekingalpha.com/news/4241717-knife-river-gaap-eps-of-2_60-misses-0_19-revenue-of-1_11b-misses-10m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
77,10/21/2024 11:32:27 AM,Knife River price target raised to $110 from $85 at Oppenheimer,TipRanks,/news/stocks/knife-river-price-target-raised-to-110-from-85-at-oppenheimer-1033865135
78,8/9/2024 11:38:59 AM,Buy Rating Affirmed for Knife River Corporation Amid Strong Performance and Elevated Outlook,TipRanks,/news/stocks/buy-rating-affirmed-for-knife-river-corporation-amid-strong-performance-and-elevated-outlook-1033669701
79,8/7/2024 12:10:08 PM,Knife River Corporation (KNF) Receives a Buy from Oppenheimer,TipRanks,/news/stocks/knife-river-corporation-knf-receives-a-buy-from-oppenheimer-1033654144
80,8/6/2024 2:56:25 PM,"KNF Stock Earnings: Knife River Holding Beats EPS, Beats Revenue for Q2 2024",InvestorPlace,/news/stocks/knf-stock-earnings-knife-river-holding-for-q2-of-2024-1033646315
81,8/6/2024 10:01:36 AM,Knife River reports Q2 results; guidance raised,Seeking Alpha,https://seekingalpha.com/news/4134620-knife-river-reports-q2-results?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
82,8/5/2024 3:01:13 PM,Here's what Wall Street expects from Knife River's earnings report,Markets Insider Automation,/news/stocks/knife_river-stock-price-quarter-earnings-preview-q2-1033638961
83,6/26/2024 4:13:01 PM,3 Stocks to Buy for the Price of One Nvidia Share,InvestorPlace,/news/stocks/3-stocks-to-buy-for-the-price-of-one-nvidia-share-1033508702
84,6/5/2024 6:41:13 PM,"Knife River Loses -14.99% in 4 Weeks, Here's Why a Trend Reversal May be Around the Corner",Benzinga,/news/stocks/knife-river-loses--14-99-in-4-weeks-here-s-why-a-trend-reversal-may-be-around-the-corner-1033454825
85,6/3/2024 11:35:29 AM,Knife River Corporation (KNF) Gets a Buy from Oppenheimer,TipRanks,/news/stocks/knife-river-corporation-knf-gets-a-buy-from-oppenheimer-1033446431
86,5/28/2024 11:35:12 AM,Loop Capital Markets Remains a Buy on Knife River Corporation (KNF),TipRanks,/news/stocks/loop-capital-markets-remains-a-buy-on-knife-river-corporation-knf-1033427702
87,5/8/2024 11:46:53 AM,Loop Capital Markets Reaffirms Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/loop-capital-markets-reaffirms-their-buy-rating-on-knife-river-corporation-knf-1033348843
88,5/7/2024 11:02:40 AM,"KNF Stock Earnings: Knife River Holding Beats EPS, Beats Revenue for Q1 2024",InvestorPlace,/news/stocks/knf-stock-earnings-knife-river-holding-for-q1-of-2024-1033338608
89,5/7/2024 10:31:23 AM,"Knife River GAAP EPS of -$0.84 beats by $0.02, revenue of $329.6M beats by $28.62M",Seeking Alpha,https://seekingalpha.com/news/4100941-knife-river-gaap-eps-of-0_84-beats-0_02-revenue-of-329_6m-beats-28_62m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
90,5/6/2024 3:01:13 PM,What Wall Street expects from Knife River's earnings,Markets Insider Automation,/news/stocks/knife_river-stock-q1-earnings-preview-1033333080
91,3/22/2024 11:56:23 AM,Oppenheimer Reaffirms Their Buy Rating on Knife River Corporation (KNF),TipRanks,/news/stocks/oppenheimer-reaffirms-their-buy-rating-on-knife-river-corporation-knf-1033189013
92,2/16/2024 1:39:46 PM,D.A. Davidson Sticks to Their Buy Rating for Knife River Corporation (KNF),TipRanks,/news/stocks/d-a-davidson-sticks-to-their-buy-rating-for-knife-river-corporation-knf-1033076861
93,2/16/2024 1:02:07 PM,Analysts Conflicted on These Materials Names: Knife River Corporation (KNF) and Ecolab (ECL),TipRanks,/news/stocks/analysts-conflicted-on-these-materials-names-knife-river-corporation-knf-and-ecolab-ecl-1033076761
94,2/15/2024 1:35:03 PM,"Knife River GAAP EPS of $0.36 beats by $0.21, revenue of $646.9M beats by $80.43M",Seeking Alpha,https://seekingalpha.com/news/4067587-knife-river-gaap-eps-of-0_36-beats-0_21-revenue-of-646_9m-beats-80_43m?utm_source=businessinsider&utm_medium=referral&feed_item_type=news
