Ticker,CRH,EXP,JHX,KNF,MCEM,MLM,TGLS,TTAM,USLM,VMC,CRH,EXP,JHX,KNF,MCEM,MLM,TGLS,TTAM,USLM,VMC,CRH,EXP,JHX,KNF,MCEM,MLM,TGLS,TTAM,USLM,VMC
2021-03-04,39.93712615966797,119.80039978027344,28.65005874633789,NaN,67.68441772460938,319.724853515625,8.31979751586914,NaN,27.29789924621582,159.50242614746094,831200,410400,38400,NaN,0,465500,206400,NaN,33000,1380800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-05,40.144229888916016,122.5107650756836,28.346729278564453,NaN,67.68441772460938,319.7927551269531,8.377242088317871,NaN,28.699758529663086,160.8668670654297,563100,260800,37800,NaN,200,1037900,114600,NaN,32000,1071500,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-08,40.54118347167969,123.87078857421875,27.857486724853516,NaN,67.68441772460938,323.9721374511719,9.28676986694336,NaN,29.409500122070312,162.48110961914062,768700,320200,29800,NaN,300,473900,324700,NaN,49500,672000,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-09,41.015804290771484,123.17134857177734,28.033613204956055,NaN,68.09217071533203,322.7115478515625,9.382512092590332,NaN,28.968360900878906,161.25123596191406,2115800,214600,38200,NaN,400,296400,160600,NaN,46500,583900,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-10,41.38687515258789,126.99888610839844,28.28801918029785,NaN,68.90765380859375,330.52716064453125,9.28676986694336,NaN,30.368257522583008,164.63345336914062,648600,347400,16800,NaN,200,360100,86700,NaN,34000,630600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-11,41.63712692260742,129.7092742919922,29.041454315185547,NaN,71.7536392211914,330.4496154785156,9.430380821228027,NaN,28.801708221435547,165.2003173828125,583300,582000,16000,NaN,1100,366300,146500,NaN,91000,757200,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-12,41.999568939208984,129.72869873046875,29.736177444458008,NaN,71.7536392211914,333.4071044921875,9.526118278503418,NaN,29.26637840270996,165.20993041992188,307200,225000,56000,NaN,100,267100,156400,NaN,82500,374000,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-15,41.688907623291016,131.3121795654297,29.13930320739746,NaN,71.76182556152344,333.2907409667969,9.909082412719727,NaN,28.507614135742188,165.73843383789062,326600,413700,28300,NaN,1200,302900,454500,NaN,31000,562700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-16,40.73104476928711,128.1160888671875,29.286075592041016,NaN,75.43144989013672,327.4435729980469,10.148431777954102,NaN,28.07823371887207,161.96224975585938,387700,199100,23800,NaN,5000,403100,309000,NaN,32500,803500,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-17,40.60158920288086,129.49554443359375,29.49155616760254,NaN,81.54750061035156,329.6932373046875,10.148431777954102,NaN,28.12529182434082,162.0294952392578,540200,251600,18600,NaN,2800,332800,195500,NaN,36000,545700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-18,40.416717529296875,127.60121154785156,29.0023136138916,NaN,84.80940246582031,329.48968505859375,10.215447425842285,NaN,28.233121871948242,161.47219848632812,550100,336200,13700,NaN,4800,370500,380800,NaN,25500,770600,0.93,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-19,39.7564582824707,126.56172943115234,28.36629867553711,NaN,81.9634017944336,321.99395751953125,10.435648918151855,NaN,28.82131576538086,158.80104064941406,820100,565600,17300,NaN,800,649700,278700,NaN,155500,1177100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-22,39.43953323364258,124.09423065185547,28.47393226623535,NaN,79.10110473632812,312.0643615722656,10.263321876525879,NaN,27.882169723510742,155.69744873046875,618800,357400,22600,NaN,300,1013400,161700,NaN,31000,818600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-23,38.63842010498047,119.78096008300781,28.258665084838867,NaN,75.43144989013672,306.7892761230469,9.5931396484375,NaN,25.75292205810547,152.20956420898438,447000,405600,27600,NaN,3200,655400,277800,NaN,88500,958700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-24,39.03457260131836,120.89810943603516,28.679414749145508,NaN,75.43144989013672,312.4813537597656,9.765470504760742,NaN,25.23335075378418,154.2657928466797,303000,466300,20000,NaN,600,382700,124600,NaN,75500,720700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-25,40.12621307373047,125.21143341064453,29.021883010864258,NaN,75.43144989013672,323.1285095214844,10.014395713806152,NaN,25.568620681762695,159.10850524902344,463500,493300,26100,NaN,0,490000,118700,NaN,35000,1007400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-26,40.83928680419922,128.01895141601562,29.6285457611084,NaN,76.65465545654297,330.8956604003906,10.569685935974121,NaN,26.641088485717773,163.67257690429688,363000,369500,34000,NaN,700,706900,341100,NaN,34500,699400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-29,40.76885986328125,126.81431579589844,29.59918975830078,NaN,79.10110473632812,330.3721008300781,11.201568603515625,NaN,26.29209327697754,164.2106170654297,285800,289200,53600,NaN,100,555500,516700,NaN,22500,959400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-03-30,41.20022201538086,130.28245544433594,29.6285457611084,NaN,79.91654968261719,333.2132568359375,11.48755931854248,NaN,26.448945999145508,165.4886016845703,671000,389500,31600,NaN,600,503000,628400,NaN,35000,805900,0.0,0.0,0.0,NaN,0.0,0.0,0.028,NaN,0.0,0.0
2021-03-31,41.35868835449219,130.57386779785156,29.92209243774414,NaN,85.62488555908203,325.63995361328125,11.53554630279541,NaN,26.21563720703125,162.14480590820312,1193900,609400,21500,NaN,2200,883300,180600,NaN,66500,1421000,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-01,41.1826171875,131.41905212402344,31.194122314453125,NaN,81.54750061035156,323.7586975097656,11.59312629699707,NaN,26.752845764160156,159.87716674804688,466500,402700,27200,NaN,2600,751600,224200,NaN,35500,1337600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-05,41.96613311767578,133.99339294433594,31.76164436340332,NaN,81.54750061035156,333.58172607421875,11.69869327545166,NaN,27.837078094482422,163.62449645996094,261800,370800,39300,NaN,0,454100,159800,NaN,45000,755400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-06,41.35868835449219,133.7893829345703,31.448528289794922,NaN,80.73204040527344,333.63018798828125,11.775469779968262,NaN,27.623363494873047,163.95123291015625,420200,321100,34400,NaN,1300,366800,147700,NaN,29000,668700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-07,41.869293212890625,133.1482696533203,31.389822006225586,NaN,83.17845153808594,326.9684143066406,11.64111042022705,NaN,27.33514976501465,162.29855346679688,456500,252200,22000,NaN,1100,444700,88400,NaN,20500,712400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-08,42.3006591796875,133.67283630371094,31.536592483520508,NaN,83.17845153808594,331.3222961425781,12.015393257141113,NaN,28.03510093688965,163.68215942382812,402500,214700,15100,NaN,0,357600,293400,NaN,27000,637700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-09,42.916900634765625,134.8191375732422,32.13346862792969,NaN,83.17845153808594,335.5502014160156,12.61040210723877,NaN,28.154693603515625,165.77684020996094,207900,239900,50900,NaN,400,337700,549200,NaN,11500,569500,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-12,42.54716110229492,138.0735321044922,31.28218650817871,NaN,85.62488555908203,338.0810241699219,12.975090026855469,NaN,28.70367431640625,167.525634765625,386500,393800,25800,NaN,400,329700,460900,NaN,30500,551400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-13,42.34467697143555,136.1597900390625,31.340892791748047,NaN,85.62488555908203,333.0774230957031,12.053779602050781,NaN,27.888051986694336,165.88250732421875,410600,535200,17800,NaN,300,471300,353500,NaN,16500,627800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-14,42.36228561401367,136.94664001464844,31.849708557128906,NaN,85.62488555908203,336.6846923828125,12.5336275100708,NaN,28.233121871948242,167.2661590576172,350400,331300,17500,NaN,600,489700,207000,NaN,15000,454600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-15,42.3006591796875,138.4329833984375,33.00432205200195,NaN,84.36088562011719,337.3925476074219,11.842646598815918,NaN,28.36644744873047,167.909912109375,1894300,278700,27900,NaN,2600,355600,217400,NaN,24500,518600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-16,42.8112678527832,139.5987548828125,32.70098876953125,NaN,84.36088562011719,340.9125061035156,11.545141220092773,NaN,28.625247955322266,168.79396057128906,1190800,202600,18300,NaN,0,408300,382900,NaN,34000,546100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-19,42.652801513671875,139.1227264404297,32.867332458496094,NaN,96.87843322753906,339.9913635253906,12.293704986572266,NaN,28.19390869140625,169.82208251953125,378700,269900,23500,NaN,600,319200,170400,NaN,24500,709000,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-20,41.569976806640625,135.97518920898438,32.22153091430664,NaN,85.62488555908203,334.1634826660156,11.679499626159668,NaN,27.546903610229492,167.67933654785156,946600,352400,13600,NaN,800,302700,138500,NaN,28500,619700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-21,42.27425003051758,138.15121459960938,33.13152313232422,NaN,84.80940246582031,341.2616271972656,11.161263465881348,NaN,28.02726173400879,170.4274139404297,810600,330000,28100,NaN,2100,435800,373500,NaN,37500,648300,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-22,41.61399459838867,134.84828186035156,33.19023132324219,NaN,84.80940246582031,337.9937438964844,11.660304069519043,NaN,27.84099578857422,169.2167205810547,659100,297800,26200,NaN,0,253600,124500,NaN,20500,656200,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-23,42.018951416015625,136.46092224121094,33.88495635986328,NaN,84.80940246582031,340.1851806640625,11.96741008758545,NaN,28.35076332092285,169.65870666503906,493800,274800,20600,NaN,0,210900,66000,NaN,31000,503700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-26,42.00135040283203,139.64730834960938,33.70882797241211,NaN,84.80940246582031,346.6336975097656,12.149749755859375,NaN,28.525257110595703,172.45481872558594,533200,265500,14700,NaN,0,360000,105700,NaN,23000,746800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-27,41.71083450317383,138.89926147460938,33.464210510253906,NaN,84.80940246582031,346.759765625,12.4568510055542,NaN,28.723278045654297,173.78079223632812,429900,312200,17100,NaN,0,238200,120000,NaN,17500,569800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-28,42.21263122558594,138.57870483398438,33.65011978149414,NaN,86.44036102294922,344.40338134765625,12.120960235595703,NaN,27.929218292236328,172.0320281982422,624300,171600,16400,NaN,300,179100,111400,NaN,29500,530800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-29,42.371097564697266,138.65640258789062,33.278297424316406,NaN,86.44036102294922,348.1851501464844,11.842646598815918,NaN,27.331228256225586,174.56869506835938,489600,197900,16000,NaN,0,204000,91600,NaN,21000,364400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-04-30,41.61399459838867,134.19737243652344,32.515079498291016,NaN,86.44036102294922,342.4154968261719,11.477961540222168,NaN,27.09203338623047,171.2633514404297,423700,394800,25400,NaN,0,320900,131300,NaN,45000,558400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-03,42.02775955200195,136.23748779296875,31.937772750854492,NaN,84.80940246582031,343.8118896484375,11.689094543457031,NaN,27.674341201782227,172.64698791503906,319000,417600,47300,NaN,400,443300,172600,NaN,29500,562300,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-04,42.39750289916992,138.03466796875,32.59335708618164,NaN,84.03470611572266,362.10986328125,11.70828914642334,NaN,28.07627296447754,181.80393981933594,958500,393600,81800,NaN,500,696700,46000,NaN,30500,1512800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-05,44.017337799072266,139.97760009765625,33.239158630371094,NaN,84.03470611572266,363.07958984375,11.554737091064453,NaN,28.393896102905273,182.08262634277344,573700,348800,29800,NaN,0,328500,116400,NaN,9500,913100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-06,44.3782844543457,140.2884521484375,33.209800720214844,NaN,84.48562622070312,361.2662353515625,11.22844123840332,NaN,28.029218673706055,183.72572326660156,525100,353300,29700,NaN,0,355000,132000,NaN,10500,698000,0.0,0.0,0.0,NaN,0.55,0.0,0.0,NaN,0.0,0.0
2021-05-07,44.88888931274414,142.81427001953125,33.51313400268555,NaN,84.48562622070312,366.8128356933594,11.746678352355957,NaN,27.990005493164062,184.20611572265625,467100,240200,17100,NaN,600,245400,169900,NaN,19500,539900,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-10,44.49272918701172,144.9903106689453,33.679473876953125,NaN,83.99373626708984,364.010498046875,15.383925437927246,NaN,27.452791213989258,183.29330444335938,481900,588500,70300,NaN,600,300800,2172400,NaN,41000,589100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-11,44.219818115234375,146.57382202148438,33.13152313232422,NaN,82.1900405883789,365.7073974609375,16.084501266479492,NaN,28.01353645324707,183.9467010498047,737700,518000,52200,NaN,500,295200,1745200,NaN,22000,686900,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-12,43.45391845703125,141.1336212158203,32.035621643066406,NaN,82.80491638183594,356.8153991699219,14.712139129638672,NaN,27.695911407470703,180.79502868652344,666500,414800,24400,NaN,1300,287700,398300,NaN,27500,661600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-13,43.83247375488281,145.8743438720703,31.859495162963867,NaN,82.80491638183594,363.1183166503906,15.307146072387695,NaN,27.79198455810547,182.61105346679688,561800,603900,19600,NaN,0,282500,366000,NaN,11500,1164600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-14,45.0561408996582,147.3024139404297,32.18239212036133,NaN,81.45217895507812,366.51226806640625,15.767800331115723,NaN,27.73904037475586,183.69683837890625,486500,351600,27000,NaN,200,182600,370100,NaN,15500,848500,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-17,45.0561408996582,147.35098266601562,32.192176818847656,NaN,80.42736053466797,364.65045166015625,16.497173309326172,NaN,27.44887351989746,185.55130004882812,346900,384800,30600,NaN,500,510000,1367800,NaN,6500,572600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-18,44.92409896850586,143.35829162597656,31.311540603637695,NaN,80.10762023925781,361.25653076171875,17.23613739013672,NaN,27.280254364013672,182.62074279785156,448700,521100,51600,NaN,400,446900,786600,NaN,9500,495100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-19,44.290252685546875,135.27572631835938,30.8712215423584,NaN,79.01720428466797,352.7136535644531,16.84265899658203,NaN,27.154773712158203,177.71070861816406,697700,1204800,18800,NaN,500,318700,588900,NaN,13000,703400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-20,44.439903259277344,137.63636779785156,31.59530258178711,NaN,79.52555084228516,350.987548828125,18.570112228393555,NaN,27.27451515197754,177.49932861328125,371800,909800,14100,NaN,1800,374000,1435700,NaN,20000,723600,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.032,0.0
2021-05-21,44.49272918701172,140.2981719970703,31.16476821899414,NaN,79.52555084228516,351.5500183105469,17.898326873779297,NaN,27.184219360351562,177.24951171875,344100,657300,16700,NaN,0,264200,1135100,NaN,17000,568800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-24,45.32905960083008,140.84214782714844,31.70293617248535,NaN,79.52555084228516,355.3511657714844,18.12865447998047,NaN,27.05270004272461,177.441650390625,450200,527600,14400,NaN,0,380900,1081700,NaN,7000,906100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-25,44.80084228515625,139.26844787597656,31.428956985473633,NaN,79.52555084228516,351.28814697265625,19.5106143951416,NaN,26.852489471435547,175.2797393798828,306500,425500,18200,NaN,300,318100,1681500,NaN,21500,804400,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-26,45.22341537475586,141.25994873046875,32.29002380371094,NaN,83.6247787475586,356.9996032714844,18.934797286987305,NaN,27.653350830078125,176.73060607910156,287400,361500,17700,NaN,3700,508500,975600,NaN,32500,490700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-05-27,46.042137145996094,143.90228271484375,32.39765930175781,NaN,86.08433532714844,359.54998779296875,20.479909896850586,NaN,27.382474899291992,178.62734985351562,469100,360800,17000,NaN,3500,757900,1245500,NaN,23500,1524200,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.37
2021-05-28,45.839656829833984,142.57139587402344,31.986696243286133,NaN,88.33892822265625,353.1692199707031,21.103713989257812,NaN,27.313770294189453,176.49957275390625,447600,278100,14200,NaN,600,483800,609200,NaN,13500,592000,0.0,0.0,0.0,NaN,0.0,0.57,0.0,NaN,0.0,0.0
2021-06-01,46.341453552246094,143.30001831054688,33.77732467651367,NaN,87.72404479980469,353.2080993652344,22.53365707397461,NaN,27.494352340698242,176.7884063720703,335000,419400,58100,NaN,2800,436100,1283000,NaN,22500,507300,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-02,46.25341796875,140.19131469726562,33.50334930419922,NaN,94.28285217285156,346.5943603515625,18.483745574951172,NaN,27.209741592407227,173.77484130859375,458100,504000,28800,NaN,2800,511900,2249100,NaN,23000,879500,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-03,46.156585693359375,142.17308044433594,32.50529479980469,NaN,98.3821029663086,349.19720458984375,19.817716598510742,NaN,26.952598571777344,176.1818389892578,399200,308100,29900,NaN,1600,501400,640200,NaN,13500,1156000,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-04,46.09495544433594,142.921142578125,32.6618537902832,NaN,98.3821029663086,341.6315612792969,19.16512680053711,NaN,26.95063591003418,172.91795349121094,333300,370600,15100,NaN,0,607800,539400,NaN,20000,1082800,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-07,46.737606048583984,145.69949340820312,32.81840896606445,NaN,96.74239349365234,343.5739440917969,18.9827823638916,NaN,27.602317810058594,171.33900451660156,325000,522500,12300,NaN,600,384400,445000,NaN,48500,1012700,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-08,46.74641418457031,148.2350311279297,32.994537353515625,NaN,96.74239349365234,351.4794006347656,19.443439483642578,NaN,27.506135940551758,172.34027099609375,233800,493200,26200,NaN,0,419400,363100,NaN,13000,1698100,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-09,45.689998626708984,148.0989990234375,32.84776306152344,NaN,95.10269927978516,348.7503662109375,19.529808044433594,NaN,27.833938598632812,171.97442626953125,343000,377000,9400,NaN,700,315300,356900,NaN,15000,833300,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
2021-06-10,45.901283264160156,144.74746704101562,33.73818588256836,NaN,95.10269927978516,339.961181640625,19.673763275146484,NaN,27.912458419799805,166.6597900390625,363500,478400,18500,NaN,200,323900,615200,NaN,14000,1311200,0.0,0.0,0.0,NaN,0.0,0.0,0.0,NaN,0.0,0.0
